,AllTags,tags_list,corrected_tags_list
3614,perforce,['perforce'],[]
3615,svn,['svn'],['svn']
3616,java string formatting,"['java', 'string', 'formatting']",['java']
3617,c# sql regex tsql sql-like,"['c#', 'sql', 'regex', 'tsql', 'sql-like']","['c#', 'sql']"
3618,javascript ajax treeview drag-and-drop extjs,"['javascript', 'ajax', 'treeview', 'drag-and-drop', 'extjs']",['javascript']
3619,php sql mysql lamp,"['php', 'sql', 'mysql', 'lamp']","['php', 'sql', 'mysql']"
3620,c# asp.net vb.net webforms https,"['c#', 'asp.net', 'vb.net', 'webforms', 'https']","['c#', 'asp.net']"
3621,sql-server performance freetext,"['sql-server', 'performance', 'freetext']","['sql-server', 'performance']"
3622,clickonce,['clickonce'],[]
3623,java memory cross-platform cpu diskspace,"['java', 'memory', 'cross-platform', 'cpu', 'diskspace']",['java']
3624,python compatibility,"['python', 'compatibility']",['python']
3625,sql-server tsql sql-server-2005 sql-types,"['sql-server', 'tsql', 'sql-server-2005', 'sql-types']",['sql-server']
3626,python django,"['python', 'django']",['python']
3627,macos fogbugz,"['macos', 'fogbugz']",[]
3628,visual-studio dataset .net-2.0 dataset-designer,"['visual-studio', 'dataset', '.net-2.0', 'dataset-designer']",['visual-studio']
3629,asp.net .net file-extension,"['asp.net', '.net', 'file-extension']","['asp.net', '.net']"
3630,c# code-generation data-access,"['c#', 'code-generation', 'data-access']",['c#']
3631,python iis deployment windows-server iis-modules,"['python', 'iis', 'deployment', 'windows-server', 'iis-modules']",['python']
3632,c# .net windows security passwords,"['c#', '.net', 'windows', 'security', 'passwords']","['c#', '.net', 'windows']"
3633,security web-applications,"['security', 'web-applications']",[]
3634,mysql triggers,"['mysql', 'triggers']",['mysql']
3635,oracle sqlcompare,"['oracle', 'sqlcompare']",[]
3636,asp.net linq linq-to-sql,"['asp.net', 'linq', 'linq-to-sql']",['asp.net']
3637,sql sql-server sql-server-2005 monitoring,"['sql', 'sql-server', 'sql-server-2005', 'monitoring']","['sql', 'sql-server']"
3638,mysql triggers,"['mysql', 'triggers']",['mysql']
3639,database unit-testing ms-access vba,"['database', 'unit-testing', 'ms-access', 'vba']","['database', 'unit-testing']"
3640,algorithm language-agnostic reverse puzzle,"['algorithm', 'language-agnostic', 'reverse', 'puzzle']",['language-agnostic']
3641,url seo friendly-url slug,"['url', 'seo', 'friendly-url', 'slug']",[]
3642,.net collections,"['.net', 'collections']",['.net']
3643,sql sql-server database performance,"['sql', 'sql-server', 'database', 'performance']","['sql', 'sql-server', 'database', 'performance']"
3644,visual-studio visual-studio-2008 shortcuts,"['visual-studio', 'visual-studio-2008', 'shortcuts']",['visual-studio']
3645,html css user-interface frameworks,"['html', 'css', 'user-interface', 'frameworks']","['html', 'css']"
3646,unit-testing,['unit-testing'],['unit-testing']
3647,css variables,"['css', 'variables']",['css']
3648,.net-2.0 yield,"['.net-2.0', 'yield']",[]
3649,java database unit-testing junit,"['java', 'database', 'unit-testing', 'junit']","['java', 'database', 'unit-testing']"
3650,encryption rsa blowfish des publicdomain,"['encryption', 'rsa', 'blowfish', 'des', 'publicdomain']",[]
3651,sql ms-access,"['sql', 'ms-access']",['sql']
3652,c# .net console interactive,"['c#', '.net', 'console', 'interactive']","['c#', '.net']"
3653,java stripes,"['java', 'stripes']",['java']
3654,php mysql error-handling warnings,"['php', 'mysql', 'error-handling', 'warnings']","['php', 'mysql']"
3655,iphone objective-c cocoa core-animation,"['iphone', 'objective-c', 'cocoa', 'core-animation']",[]
3656,java string concatenation,"['java', 'string', 'concatenation']",['java']
3657,windows google-chrome windows-installer,"['windows', 'google-chrome', 'windows-installer']",['windows']
3658,ruby-on-rails full-text-search,"['ruby-on-rails', 'full-text-search']",[]
3659,coding-style,['coding-style'],[]
3660,java tomcat jakarta-ee weblogic jndi,"['java', 'tomcat', 'jakarta-ee', 'weblogic', 'jndi']",['java']
3661,java jboss jms jbossmq,"['java', 'jboss', 'jms', 'jbossmq']",['java']
3662,unit-testing testing tdd,"['unit-testing', 'testing', 'tdd']",['unit-testing']
3663,python debugging,"['python', 'debugging']",['python']
3664,performance multithreading,"['performance', 'multithreading']",['performance']
3665,c# deadlock puzzle,"['c#', 'deadlock', 'puzzle']",['c#']
3666,pdf google-analytics pdf-generation google-docs,"['pdf', 'google-analytics', 'pdf-generation', 'google-docs']",[]
3667,database-design language-agnostic database-normalization,"['database-design', 'language-agnostic', 'database-normalization']",['language-agnostic']
3668,unit-testing mocking,"['unit-testing', 'mocking']",['unit-testing']
3669,c# list generics duplicates,"['c#', 'list', 'generics', 'duplicates']",['c#']
3670,php mysql search,"['php', 'mysql', 'search']","['php', 'mysql']"
3671,google-app-engine google-cloud-datastore gql,"['google-app-engine', 'google-cloud-datastore', 'gql']",[]
3672,python list-comprehension generator,"['python', 'list-comprehension', 'generator']",['python']
3673,python authentication sqlalchemy pylons authkit,"['python', 'authentication', 'sqlalchemy', 'pylons', 'authkit']",['python']
3674,javascript html css text,"['javascript', 'html', 'css', 'text']","['javascript', 'html', 'css']"
3675,javascript jquery html-select option dynamic-html,"['javascript', 'jquery', 'html-select', 'option', 'dynamic-html']",['javascript']
3676,seo html-compression,"['seo', 'html-compression']",[]
3677,c# .net,"['c#', '.net']","['c#', '.net']"
3678,jquery,['jquery'],[]
3679,c# .net reflection,"['c#', '.net', 'reflection']","['c#', '.net']"
3680,windows linux performance,"['windows', 'linux', 'performance']","['windows', 'linux', 'performance']"
3681,windows batch-file,"['windows', 'batch-file']",['windows']
3682,windows networking,"['windows', 'networking']",['windows']
3683,language-agnostic terminology magic-numbers,"['language-agnostic', 'terminology', 'magic-numbers']",['language-agnostic']
3684,.net msbuild,"['.net', 'msbuild']",['.net']
3685,seo,['seo'],[]
3686,c++ networking udp,"['c++', 'networking', 'udp']",['c++']
3687,networking tcp udp,"['networking', 'tcp', 'udp']",[]
3688,image resources icons media favicon,"['image', 'resources', 'icons', 'media', 'favicon']",[]
3689,c header file-organization,"['c', 'header', 'file-organization']",['c']
3690,asp.net javascript,"['asp.net', 'javascript']","['asp.net', 'javascript']"
3691,iphone ios app-store code-signing app-store-connect,"['iphone', 'ios', 'app-store', 'code-signing', 'app-store-connect']",[]
3692,python zip packaging software-distribution egg,"['python', 'zip', 'packaging', 'software-distribution', 'egg']",['python']
3693,c# visual-studio code-snippets,"['c#', 'visual-studio', 'code-snippets']","['c#', 'visual-studio']"
3694,groovy duck-typing,"['groovy', 'duck-typing']",[]
3695,c++ linux directx mingw wine,"['c++', 'linux', 'directx', 'mingw', 'wine']","['c++', 'linux']"
3696,c++ templates compiler-errors,"['c++', 'templates', 'compiler-errors']",['c++']
3697,c++ c bit-manipulation bitwise-operators,"['c++', 'c', 'bit-manipulation', 'bitwise-operators']","['c++', 'c']"
3698,icons gpl lgpl,"['icons', 'gpl', 'lgpl']",[]
3699,vim emacs editor text-editor,"['vim', 'emacs', 'editor', 'text-editor']",[]
3700,php performance oop,"['php', 'performance', 'oop']","['php', 'performance']"
3701,c++ c memory embedded,"['c++', 'c', 'memory', 'embedded']","['c++', 'c']"
3702,hadoop hbase,"['hadoop', 'hbase']",[]
3703,c++ c modulo embedded,"['c++', 'c', 'modulo', 'embedded']","['c++', 'c']"
3704,asp.net scalability viewstate,"['asp.net', 'scalability', 'viewstate']",['asp.net']
3705,c# algorithm collections random element,"['c#', 'algorithm', 'collections', 'random', 'element']",['c#']
3706,java exception return try-catch-finally,"['java', 'exception', 'return', 'try-catch-finally']",['java']
3707,c++ pointers,"['c++', 'pointers']",['c++']
3708,python gtk pygtk glade gtk2,"['python', 'gtk', 'pygtk', 'glade', 'gtk2']",['python']
3709,php random,"['php', 'random']",['php']
3710,php mysql stored-procedures mysqli,"['php', 'mysql', 'stored-procedures', 'mysqli']","['php', 'mysql']"
3711,java .net bytecode,"['java', '.net', 'bytecode']","['java', '.net']"
3712,.net memory-dump postmortem-debugging,"['.net', 'memory-dump', 'postmortem-debugging']",['.net']
3713,python networking,"['python', 'networking']",['python']
3714,java video jmf,"['java', 'video', 'jmf']",['java']
3715,windows networking port,"['windows', 'networking', 'port']",['windows']
3716,java linux distro,"['java', 'linux', 'distro']","['java', 'linux']"
3717,javascript jquery,"['javascript', 'jquery']",['javascript']
3718,.net screen-scraping,"['.net', 'screen-scraping']",['.net']
3719,linux google-chrome porting,"['linux', 'google-chrome', 'porting']",['linux']
3720,javascript jquery dom-events,"['javascript', 'jquery', 'dom-events']",['javascript']
3721,java browser cross-platform,"['java', 'browser', 'cross-platform']",['java']
3722,eclipse jsp,"['eclipse', 'jsp']",[]
3723,php linux,"['php', 'linux']","['php', 'linux']"
3724,c# .net msdn,"['c#', '.net', 'msdn']","['c#', '.net']"
3725,java events,"['java', 'events']",['java']
3726,c++ user-interface resources,"['c++', 'user-interface', 'resources']",['c++']
3727,c# .net data-structures,"['c#', '.net', 'data-structures']","['c#', '.net']"
3728,ruby-on-rails ruby social-networking,"['ruby-on-rails', 'ruby', 'social-networking']",['ruby']
3729,architecture system-integration,"['architecture', 'system-integration']",[]
3730,javascript iphone c++,"['javascript', 'iphone', 'c++']","['javascript', 'c++']"
3731,firefox openid,"['firefox', 'openid']",[]
3732,.net .net-3.5 installation redistributable,"['.net', '.net-3.5', 'installation', 'redistributable']",['.net']
3733,eclipse eclipse-plugin,"['eclipse', 'eclipse-plugin']",[]
3734,c++ c linker,"['c++', 'c', 'linker']","['c++', 'c']"
3735,project-management estimation,"['project-management', 'estimation']",[]
3736,java collections heuristics,"['java', 'collections', 'heuristics']",['java']
3737,windows-mobile scheduled-tasks,"['windows-mobile', 'scheduled-tasks']",[]
3738,python google-app-engine,"['python', 'google-app-engine']",['python']
3739,visual-studio macros tweak,"['visual-studio', 'macros', 'tweak']",['visual-studio']
3740,html css optimization graphics,"['html', 'css', 'optimization', 'graphics']","['html', 'css']"
3741,sql database-design tags tagging,"['sql', 'database-design', 'tags', 'tagging']",['sql']
3742,storage web-crawler rsync,"['storage', 'web-crawler', 'rsync']",[]
3743,firewall,['firewall'],[]
3744,c++,['c++'],['c++']
3745,asp.net .net deployment msbuild,"['asp.net', '.net', 'deployment', 'msbuild']","['asp.net', '.net']"
3746,php html apache compression,"['php', 'html', 'apache', 'compression']","['php', 'html']"
3747,python svn dos2unix,"['python', 'svn', 'dos2unix']","['python', 'svn']"
3748,php oop,"['php', 'oop']",['php']
3749,language-agnostic design-patterns interface,"['language-agnostic', 'design-patterns', 'interface']",['language-agnostic']
3750,asp.net listview,"['asp.net', 'listview']",['asp.net']
3751,mysql database size,"['mysql', 'database', 'size']","['mysql', 'database']"
3752,vim command-line,"['vim', 'command-line']",[]
3753,c++ raii scopeguard,"['c++', 'raii', 'scopeguard']",['c++']
3754,java sockets,"['java', 'sockets']",['java']
3755,c# anonymous-types,"['c#', 'anonymous-types']",['c#']
3756,asp.net html dom diff,"['asp.net', 'html', 'dom', 'diff']","['asp.net', 'html']"
3757,c# windows winapi filesystems file-copying,"['c#', 'windows', 'winapi', 'filesystems', 'file-copying']","['c#', 'windows']"
3758,c# .net winforms focus,"['c#', '.net', 'winforms', 'focus']","['c#', '.net', 'winforms']"
3759,java hibernate caching,"['java', 'hibernate', 'caching']",['java']
3760,regex algorithm language-agnostic,"['regex', 'algorithm', 'language-agnostic']",['language-agnostic']
3761,language-agnostic static,"['language-agnostic', 'static']",['language-agnostic']
3762,sql sql-server tsql,"['sql', 'sql-server', 'tsql']","['sql', 'sql-server']"
3763,c# .net exception elmah,"['c#', '.net', 'exception', 'elmah']","['c#', '.net']"
3764,bash shell expression,"['bash', 'shell', 'expression']",[]
3765,python google-app-engine,"['python', 'google-app-engine']",['python']
3766,asp.net asp.net-mvc master-pages renderpartial html-helper,"['asp.net', 'asp.net-mvc', 'master-pages', 'renderpartial', 'html-helper']",['asp.net']
3767,browser-history,['browser-history'],[]
3768,refactoring,['refactoring'],[]
3769,java web-services cxf webservice-client,"['java', 'web-services', 'cxf', 'webservice-client']",['java']
3770,.net class nested fxcop,"['.net', 'class', 'nested', 'fxcop']",['.net']
3771,ajax silverlight apache-flex,"['ajax', 'silverlight', 'apache-flex']",[]
3772,python amazon,"['python', 'amazon']",['python']
3773,haskell type-inference type-systems gadt,"['haskell', 'type-inference', 'type-systems', 'gadt']",[]
3774,c sockets network-programming,"['c', 'sockets', 'network-programming']",['c']
3775,c# .net winforms multithreading splash-screen,"['c#', '.net', 'winforms', 'multithreading', 'splash-screen']","['c#', '.net', 'winforms']"
3776,javascript jquery callback,"['javascript', 'jquery', 'callback']",['javascript']
3777,vim plugins,"['vim', 'plugins']",[]
3778,delphi constants,"['delphi', 'constants']",[]
3779,c# .net wpf windows hotkeys,"['c#', '.net', 'wpf', 'windows', 'hotkeys']","['c#', '.net', 'windows']"
3780,php,['php'],['php']
3781,unit-testing automated-tests watin,"['unit-testing', 'automated-tests', 'watin']",['unit-testing']
3782,javascript jquery html drop-down-menu,"['javascript', 'jquery', 'html', 'drop-down-menu']","['javascript', 'html']"
3783,javascript,['javascript'],['javascript']
3784,language-agnostic oop inheritance composition aggregation,"['language-agnostic', 'oop', 'inheritance', 'composition', 'aggregation']",['language-agnostic']
3785,c++,['c++'],['c++']
3786,c++ c sizeof,"['c++', 'c', 'sizeof']","['c++', 'c']"
3787,visual-studio-2008 visual-studio-2005 tfs directory,"['visual-studio-2008', 'visual-studio-2005', 'tfs', 'directory']",[]
3788,visual-studio visual-studio-addins,"['visual-studio', 'visual-studio-addins']",['visual-studio']
3789,wcf web-services ado.net rest,"['wcf', 'web-services', 'ado.net', 'rest']",[]
3790,compiler-construction interpreter,"['compiler-construction', 'interpreter']",[]
3791,c++ floating-point cout cpu-registers floating-point-precision,"['c++', 'floating-point', 'cout', 'cpu-registers', 'floating-point-precision']",['c++']
3792,actionscript-3,['actionscript-3'],[]
3793,bash for-loop iterator,"['bash', 'for-loop', 'iterator']",[]
3794,.net asp.net-mvc authentication openid,"['.net', 'asp.net-mvc', 'authentication', 'openid']",['.net']
3795,c++ python embedded-language,"['c++', 'python', 'embedded-language']","['c++', 'python']"
3796,sql-server md5,"['sql-server', 'md5']",['sql-server']
3797,python exe executable,"['python', 'exe', 'executable']",['python']
3798,c# .net,"['c#', '.net']","['c#', '.net']"
3799,javascript java jsp jsp-tags,"['javascript', 'java', 'jsp', 'jsp-tags']","['javascript', 'java']"
3800,javascript http authentication greasemonkey http-authentication,"['javascript', 'http', 'authentication', 'greasemonkey', 'http-authentication']",['javascript']
3801,python deployment egg,"['python', 'deployment', 'egg']",['python']
3802,c++ perl,"['c++', 'perl']",['c++']
3803,c# asp.net-mvc forms routing,"['c#', 'asp.net-mvc', 'forms', 'routing']",['c#']
3804,version-control,['version-control'],[]
